nom_streamer;plateforme;pays;categorie_contenu;style_stream;moyenne_viewers;pic_viewers;abonnements_mensuels;dons_mensuels_eur;duree_watch_moyenne_min;duree_stream_moyenne_h;frequence_stream_mois;langue;date_creation_compte;date_dernier_stream;revenu_mensuel_eur;partenaire_officiel
GoldenShard_Live59;Twitch;Canada;IRL;Chill;477;1499;273;422.96;55.5;3.68;18;Français;2014-04-09;2025-07-16;1105.46;Oui
TurboCircuitHQ78;Twitch;Allemagne;MMO;Esport;684;1618;371;369.38;67.4;7.77;20;Allemand;2016-10-24;2025-03-31;1296.88;Oui
SilverRunnerFR;TikTok;Brésil;MMO;Competitif;560;1264;195;266.63;48.7;4.95;7;Portugais;2016-05-03;2025-08-04;754.13;Oui
BlazingZephyrTV78;TikTok;Italie;Horreur;Competitif;283;851;139;219.85;109.9;2.27;20;Italien;2022-04-15;2025-03-03;567.35;Non
HyperWhisperTV94;TikTok;Allemagne;FPS;Chill;622;2133;246;0.0;82.6;5.83;28;Allemand;2016-09-27;2025-12-12;615.0;Non
SolarGlyphFR;YouTube;Brésil;FPS;Educatif;417;1197;172;299.73;56.3;7.27;17;Portugais;2014-05-30;2025-06-29;729.73;Oui
RuneWhisperTV;Twitch;Royaume-Uni;Sport;Competitif;209;313;33;70.11;87.6;6.07;16;Anglais;2012-09-15;2025-05-14;152.61;Non
MysticCasterLive;TikTok;États-Unis;Creation;Competitif;298;670;129;157.19;92.5;5.06;17;Anglais;2015-05-26;2025-03-06;479.69;Oui
TurboGunnerYT;TikTok;Italie;Horreur;Esport;400;614;124;65.96;64.6;6.77;28;Italien;2018-11-10;2025-11-25;375.96;Oui
TurboGlyphX26;TikTok;France;Tech;Humoristique;679;1421;189;314.49;42.2;2.34;21;Français;2012-01-11;2025-07-13;786.99;Non
PhantomStorm31;YouTube;Brésil;Cuisine;Communautaire;633;2023;178;52.71;45.6;7.55;5;Portugais;2012-08-13;2025-12-05;497.71;Oui
MysticCircuitX77;YouTube;Allemagne;IRL;Competitif;5817;18025;1712;3635.29;85.0;2.85;7;Allemand;2012-11-29;2025-05-16;7915.29;Non
PhantomKnightHQ28;YouTube;Italie;Creation;Communautaire;3406;9853;1900;2279.16;75.7;7.88;17;Italien;2014-02-25;2025-07-28;7029.16;Non
MysticWhisperX96;YouTube;Brésil;Musique;Competitif;374;828;87;207.21;103.5;2.61;12;Portugais;2012-11-11;2025-10-06;424.71;Non
ShadowZephyr_TV;Twitch;États-Unis;FPS;Communautaire;752;2426;223;102.1;91.6;2.84;12;Anglais;2017-04-19;2025-11-05;659.6;Non
UrbanStormX;Twitch;Espagne;Cuisine;Chill;94;232;56;90.74;47.5;3.77;22;Espagnol;2015-04-06;2025-05-14;230.74;Non
EchoDrakeFR;YouTube;Suisse;Just Chatting;Humoristique;511;1075;120;4.38;119.2;4.81;27;Allemand;2014-07-13;2025-12-10;304.38;Non
DarkKnight_;TikTok;Brésil;Musique;Chill;1163;3658;474;1141.03;63.9;7.09;7;Portugais;2015-10-26;2025-05-01;2326.03;Oui
VegaHorizonLive;YouTube;Brésil;IRL;Chill;263;720;92;203.62;30.9;7.5;23;Portugais;2015-01-07;2025-02-22;433.62;Non
IronDrake_;YouTube;Canada;Cuisine;Esport;902;1965;504;607.22;102.5;6.24;22;Français;2012-10-04;2025-12-22;1867.22;Non
LunarSpecter96;TikTok;Suisse;FPS;Communautaire;793;2234;493;687.85;95.6;5.72;21;Allemand;2018-01-25;2025-06-24;1920.35;Oui
DarkFableLive2;Twitch;Italie;Tech;Chill;229;524;153;129.37;110.5;7.03;24;Italien;2014-11-23;2025-01-17;511.87;Oui
ShadowShardX1;Twitch;Allemagne;Tech;Chill;806;2754;312;0.0;62.9;2.37;16;Allemand;2021-11-01;2025-07-21;780.0;Non
RuneBlade_TV;Twitch;Canada;MMO;Educatif;1396;4520;0;0.0;74.2;3.11;13;Anglais;2012-07-12;2025-12-25;0.0;Oui
SableHorizonTV;TikTok;Italie;Sport;Communautaire;720;2463;363;313.06;76.5;2.75;8;Italien;2016-03-09;2025-03-23;1220.56;Oui
RuneOrbit_TV;YouTube;France;Cuisine;Educatif;474;961;0;0.0;46.0;7.25;13;Français;2019-10-02;2025-10-21;0.0;Oui
PhantomFable_;YouTube;Espagne;MMO;Educatif;530;1530;207;314.81;42.1;7.25;20;Espagnol;2016-03-21;2025-10-15;832.31;Oui
CrimsonBeaconLive;YouTube;Suisse;Musique;Chill;694;1524;273;0.0;109.2;6.13;8;Italien;2022-10-28;2025-03-29;682.5;Non
LunarForgeYT;TikTok;Canada;FPS;Communautaire;4518;9940;2892;621.94;96.2;6.68;7;Français;2012-11-09;2025-10-10;7851.94;Non
DarkRunnerYT;TikTok;Allemagne;IRL;Competitif;275;475;97;250.15;116.0;7.64;5;Allemand;2017-01-08;2025-09-23;492.65;Non
RoguePixelX43;Twitch;États-Unis;Horreur;Chill;37;88;11;0.0;47.7;7.9;9;Anglais;2017-01-03;2025-08-09;27.5;Non
FrozenShard_TV;Twitch;Allemagne;Musique;Educatif;294;775;89;140.59;63.7;3.12;20;Allemand;2015-07-11;2025-11-04;363.09;Oui
CrimsonWhisperX;TikTok;Royaume-Uni;IRL;Chill;207;600;51;108.1;93.8;6.48;28;Anglais;2021-10-24;2025-03-15;235.6;Oui
UrbanWhisper_Live;YouTube;Belgique;Cuisine;Educatif;665;1861;339;448.53;50.5;2.31;27;Néerlandais;2020-08-30;2025-12-20;1296.03;Non
SableCircuitYT69;YouTube;Belgique;FPS;Competitif;215;400;80;160.09;74.8;2.91;28;Français;2015-08-20;2025-02-19;360.09;Oui
SilentPulseX;Twitch;Italie;IRL;Humoristique;36;92;17;30.76;31.2;3.24;10;Italien;2017-01-28;2025-11-23;73.26;Oui
TurboBladeFR;Twitch;États-Unis;Tech;Chill;431;1368;159;0.0;51.4;6.85;13;Anglais;2013-07-15;2025-12-28;397.5;Oui
AtomicForgeYT;TikTok;Allemagne;Musique;Communautaire;248;485;187;282.91;73.4;3.39;12;Allemand;2023-08-26;2025-08-30;750.41;Oui
GoldenGlyphYT;Twitch;Espagne;Musique;Competitif;287;734;115;213.3;113.7;2.44;28;Espagnol;2022-07-09;2025-12-10;500.8;Non
TurboGlyphX;TikTok;Allemagne;Horreur;Communautaire;832;2087;294;565.93;32.0;5.53;5;Allemand;2018-04-26;2025-03-22;1300.93;Non
IronZephyr_43;TikTok;États-Unis;Musique;Humoristique;2551;8296;1533;5887.18;96.3;5.64;19;Anglais;2013-06-21;2025-04-07;9719.68;Non
CrimsonStorm_TV90;YouTube;Espagne;Just Chatting;Communautaire;195;624;143;101.43;115.4;3.35;27;Espagnol;2019-07-08;2025-12-24;458.93;Oui
RetroOrbitHQ94;TikTok;Suisse;Tech;Humoristique;595;1838;325;321.5;62.3;3.69;10;Italien;2012-12-05;2025-03-31;1134.0;Non
SableMatrixTV;Twitch;France;MMO;Communautaire;444;1303;258;203.75;88.7;7.72;15;Français;2015-06-01;2025-11-21;848.75;Oui
FrozenPixel3;YouTube;Espagne;MMO;Humoristique;2530;6040;311;1069.74;119.7;7.35;26;Espagnol;2013-10-18;2025-06-23;1847.24;Non
CrimsonMatrix_TV;TikTok;Allemagne;Musique;Humoristique;1213;2516;463;508.06;104.2;6.19;22;Allemand;2023-03-15;2025-09-11;1665.56;Non
RetroGuardian_Live;Twitch;Allemagne;Cuisine;Communautaire;230;497;85;123.38;115.1;6.55;22;Allemand;2020-04-07;2025-04-08;335.88;Oui
RuneShardYT31;Twitch;France;IRL;Educatif;1604;3289;1273;2163.31;77.2;6.85;27;Français;2014-07-24;2025-11-08;5345.81;Non
UrbanForgeFR;Twitch;Brésil;MMO;Esport;159;319;46;60.58;119.8;4.53;11;Portugais;2019-09-26;2025-12-14;175.58;Oui
ShadowForge_TV;YouTube;France;Just Chatting;Humoristique;129;293;21;75.54;85.4;6.28;5;Français;2014-08-08;2025-11-03;128.04;Non
TurboMatrix_Live;Twitch;Brésil;Cuisine;Chill;562;1167;131;303.48;81.8;3.08;28;Portugais;2012-04-22;2025-02-28;630.98;Non
GoldenCasterYT61;Twitch;États-Unis;Musique;Humoristique;110;308;19;13.24;100.4;7.75;14;Anglais;2022-05-29;2025-03-03;60.74;Oui
ShadowGunnerLive;YouTube;Suisse;Creation;Chill;2489;4043;869;0.0;94.3;7.82;14;Allemand;2022-10-01;2025-06-30;2172.5;Oui
VividOrbit_Live;TikTok;Espagne;Tech;Humoristique;1527;3329;517;0.0;88.9;5.36;10;Espagnol;2020-02-07;2025-02-28;1292.5;Oui
AtomicHorizonYT1;TikTok;Italie;Sport;Humoristique;284;534;143;272.28;36.2;6.29;18;Italien;2014-12-28;2025-05-06;629.78;Oui
UrbanGunnerYT21;YouTube;Italie;Horreur;Communautaire;2916;5982;669;1034.76;81.0;4.1;8;Italien;2016-05-17;2025-12-03;2707.26;Non
RapidKnight_TV;YouTube;Suisse;Creation;Educatif;186;581;17;40.55;72.6;6.78;6;Français;2023-04-05;2025-09-20;83.05;Non
PrimeHarbor_TV;TikTok;Brésil;Sport;Educatif;671;1196;306;589.6;106.1;6.42;28;Portugais;2019-12-20;2025-07-04;1354.6;Oui
DriftSpecter_Live;Twitch;Suisse;Just Chatting;Educatif;189;582;37;56.89;107.3;2.97;13;Italien;2021-01-01;2025-06-03;149.39;Non
TurboRunner_;YouTube;Royaume-Uni;Creation;Communautaire;1447;4178;1044;2396.43;113.7;3.84;18;Anglais;2018-09-22;2025-03-18;5006.43;Non
MysticBeacon_Live50;Twitch;Royaume-Uni;FPS;Chill;416;804;188;284.18;76.4;4.38;12;Anglais;2022-12-22;2025-03-31;754.18;Oui
IronGlyphYT;Twitch;Canada;FPS;Esport;130;364;52;8.59;81.1;6.36;28;Anglais;2019-12-08;2025-08-08;138.59;Non
TurboGunnerHQ47;YouTube;Belgique;Cuisine;Esport;351;840;255;592.33;104.3;5.99;22;Néerlandais;2013-09-16;2025-10-07;1229.83;Non
UrbanOrbitTV50;YouTube;Espagne;FPS;Esport;146;239;56;37.27;39.7;7.11;28;Espagnol;2019-06-17;2025-10-04;177.27;Oui
PrimeDrakeTV;YouTube;France;Just Chatting;Esport;376;1152;228;490.89;62.5;7.47;21;Français;2022-12-10;2025-05-04;1060.89;Non
PrimeOrbitHQ;YouTube;Italie;Horreur;Humoristique;6201;9745;3959;6746.14;102.7;5.08;21;Italien;2020-09-12;2025-04-25;16643.64;Oui
SilentSage;Twitch;Brésil;Cuisine;Esport;849;1553;305;113.61;77.4;4.13;12;Portugais;2016-02-14;2025-04-25;876.11;Non
TurboHarbor11;TikTok;Italie;Musique;Chill;1696;3041;1020;1284.12;111.0;6.73;20;Italien;2015-11-29;2025-10-01;3834.12;Oui
PrimeHarborTV;Twitch;Allemagne;IRL;Communautaire;545;1087;353;828.26;103.1;3.94;5;Allemand;2019-11-20;2025-11-25;1710.76;Oui
VividFableX13;TikTok;France;Sport;Educatif;80;162;35;46.63;119.9;5.75;18;Français;2017-06-15;2025-04-22;134.13;Oui
EchoFox_Live81;YouTube;Brésil;MMO;Communautaire;1372;3679;831;2342.26;71.3;6.45;27;Portugais;2017-12-18;2025-04-12;4419.76;Non
RogueQuasarHQ;YouTube;Royaume-Uni;Musique;Communautaire;117;360;28;73.19;64.7;7.16;13;Anglais;2017-10-20;2025-07-26;143.19;Oui
GoldenHorizonTV;Twitch;France;Tech;Esport;210;720;20;40.65;106.3;3.25;12;Français;2018-02-09;2025-08-22;90.65;Oui
NeoSpecterHQ;YouTube;Canada;Sport;Competitif;220;497;166;298.17;66.5;7.29;12;Anglais;2013-01-17;2025-03-03;713.17;Oui
VegaDrake_;YouTube;France;FPS;Chill;481;1330;156;482.17;102.7;6.82;23;Français;2015-01-19;2025-10-28;872.17;Non
SilverCasterTV;TikTok;Allemagne;Just Chatting;Chill;598;1057;190;134.12;73.9;6.33;8;Allemand;2020-08-31;2025-06-28;609.12;Non
VelvetGuardian_Live;Twitch;Espagne;Tech;Esport;372;1172;76;192.19;88.6;4.7;20;Espagnol;2022-08-25;2025-04-10;382.19;Non
VelvetOrbit;YouTube;États-Unis;Just Chatting;Educatif;55;159;20;42.2;37.3;3.42;12;Anglais;2015-09-16;2025-03-06;92.2;Oui
VelvetPixelFR;YouTube;France;FPS;Communautaire;587;1680;150;324.04;109.6;3.8;17;Français;2018-11-18;2025-10-23;699.04;Oui
BlazingForge_;YouTube;Belgique;Creation;Competitif;152;402;60;129.11;112.3;2.55;9;Néerlandais;2014-03-15;2025-07-08;279.11;Oui
SableBeaconTV2;YouTube;France;FPS;Humoristique;671;1405;177;477.46;79.0;7.21;24;Français;2021-01-03;2025-06-21;919.96;Non
GoldenBladeLive8;TikTok;Espagne;Creation;Humoristique;443;671;243;736.07;52.5;5.38;13;Espagnol;2022-06-21;2025-08-25;1343.57;Non
VegaGunner_Live;Twitch;Espagne;FPS;Chill;1379;3084;860;1455.7;112.3;6.58;10;Espagnol;2019-05-09;2025-03-10;3605.7;Oui
SilverHorizonTV87;YouTube;France;Horreur;Educatif;966;2632;427;124.12;109.4;2.15;7;Français;2018-01-23;2025-03-29;1191.62;Oui
NeoQuasar_;Twitch;Italie;Just Chatting;Competitif;562;953;253;527.18;97.1;4.75;10;Italien;2015-11-26;2025-04-06;1159.68;Oui
RapidKnightYT;TikTok;Italie;MMO;Esport;350;887;86;185.46;42.4;7.79;7;Italien;2022-05-22;2025-08-22;400.46;Non
SableHorizonFR;Twitch;Suisse;FPS;Esport;95;182;65;82.46;39.9;6.29;19;Français;2022-04-01;2025-04-26;244.96;Non
EchoForgeLive93;TikTok;Allemagne;Horreur;Humoristique;528;1312;270;564.49;87.4;4.34;7;Allemand;2023-02-26;2025-09-21;1239.49;Non
AtomicBeaconFR;YouTube;Royaume-Uni;Sport;Competitif;85;163;48;86.55;108.0;6.1;10;Anglais;2019-04-05;2025-11-22;206.55;Non
RapidFoxYT;YouTube;France;Just Chatting;Competitif;200;347;50;58.3;54.3;7.82;12;Français;2023-01-22;2025-03-07;183.3;Non
PrimeSageHQ;YouTube;France;Cuisine;Humoristique;96;189;71;212.02;118.6;5.08;22;Français;2014-08-31;2025-06-02;389.52;Non
SableZephyr_Live33;Twitch;Italie;Cuisine;Communautaire;663;1973;235;306.18;62.7;6.85;27;Italien;2017-07-26;2025-09-12;893.68;Non
RogueBeacon;YouTube;France;MMO;Communautaire;928;2690;697;647.93;81.7;2.29;15;Français;2021-08-07;2025-04-14;2390.43;Non
RuneGunner_Live;YouTube;Canada;Creation;Educatif;117;297;83;0.0;59.9;4.08;25;Anglais;2017-05-11;2025-09-05;207.5;Oui
DarkMatrix_11;TikTok;France;Creation;Communautaire;133;424;46;0.0;112.8;4.84;28;Français;2020-11-21;2025-10-08;115.0;Oui
GoldenFox_Live;Twitch;Espagne;Just Chatting;Chill;1371;4551;783;724.44;34.9;2.59;21;Espagnol;2022-04-08;2025-07-05;2681.94;Non
SableFable_Live;Twitch;Italie;Sport;Chill;1648;3335;1136;1575.44;74.1;2.32;13;Italien;2016-07-06;2025-08-08;4415.44;Oui
SilverPixel_24;Twitch;France;Just Chatting;Humoristique;245;554;208;462.0;50.2;2.21;8;Français;2023-08-27;2025-01-22;982.0;Non
RetroKnight_71;TikTok;Italie;Tech;Chill;534;1216;359;646.89;65.5;3.13;14;Italien;2021-06-27;2025-07-30;1544.39;Non
FrozenRunner;YouTube;France;Sport;Esport;231;767;96;243.71;47.8;5.62;18;Français;2023-01-21;2025-08-19;483.71;Oui
DarkRunnerX;TikTok;Espagne;Tech;Educatif;45;143;15;43.25;81.7;3.57;15;Espagnol;2016-12-23;2025-04-09;80.75;Oui
RuneSpecter_TV64;TikTok;Canada;IRL;Esport;229;618;162;472.19;86.4;6.7;7;Français;2014-10-15;2025-03-02;877.19;Oui
VelvetMatrixLive;TikTok;France;FPS;Educatif;375;725;107;129.75;74.0;3.15;28;Français;2023-03-15;2025-10-14;397.25;Oui
VelvetKnight_TV18;Twitch;Brésil;Cuisine;Educatif;7563;24335;5860;9524.79;92.2;5.31;19;Portugais;2023-05-16;2025-06-02;24174.79;Oui
IronSageHQ;TikTok;Royaume-Uni;Tech;Competitif;206;648;87;151.71;114.4;4.6;6;Anglais;2013-06-24;2025-12-06;369.21;Oui
PrimeRift_Live31;Twitch;Espagne;FPS;Humoristique;102;253;42;118.54;101.0;5.64;6;Espagnol;2016-06-20;2025-11-02;223.54;Oui
ShadowFoxYT74;YouTube;Allemagne;Tech;Communautaire;55;113;31;89.12;116.7;5.1;21;Allemand;2017-07-25;2025-10-31;166.62;Non
TurboWhisperLive68;TikTok;Royaume-Uni;FPS;Chill;217;679;160;129.55;107.2;3.07;16;Anglais;2017-03-16;2025-12-08;529.55;Non
GoldenCircuitTV96;Twitch;Suisse;Musique;Competitif;655;1665;221;263.65;81.4;2.92;5;Français;2015-08-23;2025-01-06;816.15;Oui
CrimsonPulseFR;YouTube;France;IRL;Educatif;204;678;110;258.37;84.7;4.28;22;Français;2023-05-20;2025-07-01;533.37;Non
CrimsonFableYT84;TikTok;Royaume-Uni;IRL;Esport;375;1079;48;91.35;62.7;2.3;8;Anglais;2020-06-14;2025-02-16;211.35;Non
GoldenKnight_Live76;Twitch;Brésil;Horreur;Educatif;641;1165;228;767.73;101.2;2.83;14;Portugais;2012-01-26;2025-05-12;1337.73;Oui
AtomicForgeX;TikTok;Brésil;Just Chatting;Communautaire;72;120;0;0.0;75.1;2.32;10;Portugais;2016-07-20;2025-06-14;0.0;Non
SableBeaconYT73;YouTube;Espagne;Musique;Humoristique;881;1777;166;86.16;115.8;5.16;16;Espagnol;2023-01-10;2025-06-23;501.16;Oui
VelvetStormLive52;Twitch;États-Unis;Tech;Educatif;1148;1929;565;1060.54;74.0;5.51;7;Anglais;2020-01-12;2025-07-29;2473.04;Non
RoguePixelX;Twitch;Espagne;MMO;Communautaire;952;2160;299;335.18;110.5;4.98;13;Espagnol;2013-08-30;2025-11-13;1082.68;Oui
SilentFable_;Twitch;Espagne;Musique;Chill;983;1524;128;0.0;104.8;6.52;5;Espagnol;2014-12-21;2025-08-19;320.0;Non
NeoBeaconHQ;YouTube;Italie;Sport;Educatif;250;562;146;256.31;32.5;7.77;9;Italien;2022-08-05;2025-06-01;621.31;Non
DriftSpecterTV67;YouTube;Canada;IRL;Educatif;1035;1782;0;0.0;41.6;5.02;21;Anglais;2015-12-08;2025-09-06;0.0;Non
SableMatrix_TV;TikTok;Espagne;FPS;Esport;828;2516;107;252.74;119.8;2.89;27;Espagnol;2018-06-11;2025-08-31;520.24;Oui
DriftStormYT82;YouTube;Royaume-Uni;Just Chatting;Communautaire;356;678;361;0.0;73.2;4.62;25;Anglais;2023-04-19;2025-11-18;902.5;Oui
SolarWarden;TikTok;Canada;Horreur;Communautaire;1818;5027;583;0.0;64.5;3.41;21;Français;2013-12-10;2025-06-06;1457.5;Non
SilentBeaconHQ;Twitch;Suisse;Tech;Chill;225;627;102;258.82;101.1;2.02;19;Italien;2023-09-11;2025-09-02;513.82;Oui
MysticShard_TV;Twitch;Italie;MMO;Humoristique;2681;5210;1834;980.49;112.9;2.97;13;Italien;2015-06-30;2025-09-12;5565.49;Oui
SolarBlade_Live;YouTube;Espagne;Cuisine;Competitif;1398;2913;668;564.73;70.1;5.99;13;Espagnol;2018-08-09;2025-07-16;2234.73;Non
VividKnight_;Twitch;Suisse;IRL;Chill;319;785;82;126.04;81.2;7.11;23;Allemand;2013-07-30;2025-07-10;331.04;Oui
GoldenBeacon_Live10;TikTok;Belgique;Sport;Communautaire;180;571;34;67.29;94.7;7.87;25;Néerlandais;2023-12-11;2025-02-06;152.29;Oui
SilverForgeX47;YouTube;Brésil;FPS;Communautaire;805;1522;291;834.49;101.8;6.37;21;Portugais;2015-11-18;2025-04-29;1561.99;Oui
DarkBeaconFR;TikTok;États-Unis;Musique;Competitif;302;596;102;220.37;63.4;2.43;26;Anglais;2017-12-06;2025-10-22;475.37;Non
NovaGuardian_Live;TikTok;Belgique;FPS;Chill;348;773;145;0.0;31.7;2.48;17;Français;2016-10-23;2025-03-23;362.5;Non
DriftBeacon_TV;Twitch;Espagne;IRL;Humoristique;410;1000;14;3.91;106.5;3.13;21;Espagnol;2016-12-30;2025-08-13;38.91;Non
FrozenGlyph_TV2;YouTube;Belgique;Horreur;Competitif;92;218;17;16.17;54.8;4.06;13;Français;2016-05-06;2025-01-03;58.67;Oui
RuneVortexYT;YouTube;Brésil;Sport;Educatif;236;545;125;215.3;92.8;3.57;21;Portugais;2014-01-10;2025-07-10;527.8;Oui
DarkZephyr_Live79;YouTube;Belgique;Horreur;Competitif;49;114;20;36.37;113.9;7.81;16;Néerlandais;2020-09-04;2025-05-09;86.37;Oui
NovaHorizon_;YouTube;Belgique;Just Chatting;Educatif;281;464;108;182.55;49.5;2.32;8;Français;2015-11-22;2025-12-12;452.55;Oui
SilentBlade_TV;YouTube;Suisse;IRL;Communautaire;935;2538;79;99.2;118.6;6.15;14;Allemand;2019-02-12;2025-02-11;296.7;Non
RetroDrakeHQ;TikTok;France;Sport;Humoristique;2119;4373;1447;3401.81;56.2;6.96;22;Français;2012-08-16;2025-09-23;7019.31;Non
RetroWardenLive39;TikTok;Italie;Just Chatting;Competitif;728;2149;532;1818.3;76.6;6.85;5;Italien;2022-06-16;2025-11-12;3148.3;Non
HyperOrbit_;TikTok;Allemagne;Creation;Communautaire;350;1010;72;88.54;92.6;5.55;25;Allemand;2021-07-21;2025-06-18;268.54;Oui
RetroHorizon_TV85;TikTok;Royaume-Uni;Horreur;Communautaire;12165;23749;1047;1077.85;39.5;7.31;5;Anglais;2013-09-18;2025-06-20;3695.35;Non
TurboWardenYT93;YouTube;Allemagne;IRL;Educatif;85;281;36;10.7;92.5;7.58;8;Allemand;2021-09-21;2025-08-30;100.7;Oui
RetroDrake;TikTok;Royaume-Uni;Sport;Chill;357;1017;3;6.35;77.3;4.58;20;Anglais;2021-07-17;2025-10-09;13.85;Oui
ShadowQuasarX40;Twitch;Royaume-Uni;Sport;Educatif;1547;2392;500;682.43;116.9;7.96;16;Anglais;2018-09-14;2025-01-31;1932.43;Oui
PrimeGunnerHQ;Twitch;États-Unis;FPS;Educatif;337;1091;146;213.43;60.3;7.52;27;Anglais;2019-08-16;2025-02-15;578.43;Oui
PhantomForge_Live;YouTube;Royaume-Uni;Horreur;Competitif;939;2428;607;416.36;87.7;2.48;26;Anglais;2023-06-20;2025-01-29;1933.86;Non
EchoShardLive37;YouTube;États-Unis;Horreur;Esport;287;497;166;13.0;52.7;7.37;18;Anglais;2020-07-15;2025-10-20;428.0;Non
VelvetCaster_;TikTok;Espagne;Musique;Esport;46;95;20;39.93;42.7;2.56;11;Espagnol;2016-05-27;2025-11-10;89.93;Non
PhantomDrakeLive;TikTok;Italie;Sport;Educatif;182;486;51;37.73;61.0;2.57;12;Italien;2013-01-07;2025-02-24;165.23;Non
SilverWarden_Live;Twitch;Espagne;FPS;Competitif;155;402;83;26.52;56.3;2.39;9;Espagnol;2023-08-24;2025-08-16;234.02;Oui
TurboFox_TV37;YouTube;Brésil;FPS;Humoristique;301;478;65;2.91;78.4;7.41;28;Portugais;2020-11-19;2025-12-24;165.41;Oui
RuneQuasarTV;Twitch;États-Unis;Creation;Esport;1050;3123;310;523.42;68.0;7.43;10;Anglais;2016-07-21;2025-08-15;1298.42;Non
DriftCasterYT;YouTube;Suisse;Musique;Esport;76;139;19;42.87;107.2;6.35;22;Italien;2014-11-26;2025-08-13;90.37;Oui
VegaGuardian_TV;YouTube;Italie;FPS;Humoristique;6946;21495;33;42.86;33.6;4.38;16;Italien;2023-03-01;2025-04-20;125.36;Oui
FrozenHarborFR;YouTube;France;MMO;Esport;634;1255;175;411.17;59.1;3.45;13;Français;2016-07-27;2025-01-03;848.67;Non
NeoDrake;YouTube;France;Just Chatting;Communautaire;155;406;66;64.54;42.5;3.56;8;Français;2021-05-31;2025-09-07;229.54;Oui
BlazingShardHQ;TikTok;Belgique;Cuisine;Competitif;1542;4113;408;468.44;42.2;6.32;7;Néerlandais;2023-09-24;2025-01-15;1488.44;Oui
RuneSage;TikTok;Royaume-Uni;MMO;Communautaire;1141;2326;221;346.69;111.9;2.88;10;Anglais;2015-10-14;2025-04-20;899.19;Non
CrimsonWardenFR;YouTube;Allemagne;FPS;Chill;54;141;9;16.94;107.9;4.93;22;Allemand;2015-10-09;2025-06-03;39.44;Oui
GoldenBlade;TikTok;Italie;Tech;Competitif;135;468;39;77.73;55.5;2.52;9;Italien;2012-06-26;2025-04-20;175.23;Non
NeoZephyr_TV;TikTok;Canada;Sport;Esport;213;520;120;205.88;106.8;6.9;6;Anglais;2017-11-28;2025-03-17;505.88;Non
MysticBladeFR;TikTok;Belgique;MMO;Chill;651;1007;421;766.15;83.0;3.29;27;Néerlandais;2018-03-31;2025-04-07;1818.65;Oui
BlazingVortexFR85;TikTok;Suisse;FPS;Humoristique;2192;7297;1276;1246.07;39.4;6.94;22;Italien;2018-11-21;2025-06-26;4436.07;Oui
TurboQuasar_Live11;TikTok;États-Unis;Creation;Communautaire;1673;5152;757;836.73;101.2;2.79;20;Anglais;2020-11-22;2025-09-23;2729.23;Non
DarkGunnerFR24;TikTok;Royaume-Uni;Just Chatting;Educatif;547;1913;340;664.72;38.7;7.76;13;Anglais;2021-11-08;2025-05-13;1514.72;Oui
GoldenMatrix;Twitch;États-Unis;FPS;Humoristique;2994;5513;1848;3738.8;45.4;5.22;13;Anglais;2018-04-01;2025-08-25;8358.8;Oui
RetroVortexX;YouTube;Canada;Cuisine;Humoristique;130;437;47;73.87;119.7;6.43;20;Français;2018-09-10;2025-01-28;191.37;Non
VividBladeTV99;Twitch;Belgique;IRL;Educatif;868;2057;457;762.98;37.6;2.9;16;Français;2012-11-05;2025-02-21;1905.48;Oui
SolarCasterLive9;TikTok;Belgique;IRL;Esport;460;1426;250;160.35;54.3;7.1;8;Néerlandais;2013-03-08;2025-08-22;785.35;Non
PrimeVortex_Live;TikTok;Canada;Cuisine;Esport;2604;4836;0;0.0;39.1;5.51;17;Anglais;2014-01-26;2025-07-12;0.0;Non
RogueFoxX12;Twitch;Belgique;Just Chatting;Chill;383;933;229;426.82;95.8;2.94;17;Français;2014-12-07;2025-05-24;999.32;Non
NeoKnightX;Twitch;États-Unis;Cuisine;Communautaire;590;1137;301;695.03;82.7;6.48;14;Anglais;2020-10-04;2025-05-27;1447.53;Oui
RuneWhisperYT;YouTube;Canada;Just Chatting;Educatif;280;951;169;70.22;102.8;6.47;27;Anglais;2023-01-14;2025-12-12;492.72;Oui
RetroWardenX;YouTube;France;Just Chatting;Humoristique;401;656;227;566.37;107.5;5.42;6;Français;2015-03-10;2025-01-09;1133.87;Oui
HyperGunnerTV;Twitch;Italie;Creation;Chill;669;1596;214;512.9;113.8;6.39;20;Italien;2021-10-14;2025-12-15;1047.9;Non
ShadowWhisper_Live;YouTube;Canada;IRL;Chill;193;366;144;203.81;92.8;7.12;7;Français;2012-07-21;2025-08-26;563.81;Oui
SilentQuasarYT;TikTok;Canada;Creation;Chill;74;238;11;16.98;116.9;5.98;14;Français;2013-04-14;2025-04-09;44.48;Oui
SableForgeX58;Twitch;Espagne;Musique;Humoristique;470;1502;373;172.14;56.3;4.77;28;Espagnol;2013-04-09;2025-08-02;1104.64;Non
HyperKnight21;YouTube;Allemagne;IRL;Educatif;421;1191;79;79.58;81.2;2.77;9;Allemand;2018-07-10;2025-01-26;277.08;Oui
UrbanKnight_Live43;YouTube;Canada;Just Chatting;Chill;2571;5297;444;926.65;75.1;7.71;23;Anglais;2016-12-24;2025-11-23;2036.65;Non
PhantomStormYT;YouTube;Espagne;Cuisine;Educatif;621;1908;245;494.76;110.7;6.28;16;Espagnol;2022-10-16;2025-02-10;1107.26;Oui
